num_detectors,num_angles,image_size,source_to_center,center_to_detector,detector_spacing,sparsity,non_zero_elements,total_elements,matrix_shape
275,389,158,1132.6786526652486,330.692400469382,1.7963750508878586,0.996662012274071,8914176,2670523900,"(106975, 24964)"
302,674,216,1002.827126933582,485.0846635709089,1.3314745570074558,0.995302232324321,44613457,9496735488,"(203548, 46656)"
277,590,210,1060.734981859444,428.61070515217136,1.2134435419146041,0.9947701808578374,37692682,7207263000,"(163430, 44100)"
333,391,179,841.4007509081566,659.6507335823094,1.0151566637574014,0.993529883281513,26992255,4171834323,"(130203, 32041)"
299,618,229,869.023564574546,399.0974894393137,1.1566374114638496,0.9948634537856272,49773918,9690152862,"(184782, 52441)"
480,628,197,1043.9221625290697,445.5591838742851,1.876905183675441,0.9979744483558463,23696088,11698584960,"(301440, 38809)"
454,569,150,1071.5590882238325,320.9462070144025,1.4463298616629692,0.9974739537552464,14682227,5812335000,"(258326, 22500)"
427,393,148,837.8023790060378,571.3517379360324,0.9262204608171706,0.9945638868075257,19981696,3675732144,"(167811, 21904)"
332,530,84,1033.0958058345677,356.5713522337271,1.0247311813037663,0.9949617097255664,6255409,1241573760,"(175960, 7056)"
456,426,216,1083.5336057484215,333.8876048016008,1.3383831051365953,0.9972572260092081,24858331,9063207936,"(194256, 46656)"
424,425,235,1081.132348862168,678.8434497677524,1.9957461694488052,0.9975359476342618,24521128,9951545000,"(180200, 55225)"
303,690,235,969.3625465288414,444.7312385387138,1.0438965034730665,0.9947200610745429,60961598,11545890750,"(209070, 55225)"
348,469,151,1179.0673070137386,494.5083683490909,0.8398145698008308,0.9938055936615877,23051844,3721396812,"(163212, 22801)"
326,439,83,918.3168406618487,615.2480694685601,1.2615345690869693,0.994824590623394,5102500,985912346,"(143114, 6889)"
275,698,150,1150.5571090170968,547.2125861974032,1.3958696616074429,0.9950950395647015,21183911,4318875000,"(191950, 22500)"
334,443,110,1132.5380226756502,608.4391254923953,1.7135655794589517,0.996576185352929,6129793,1790340200,"(147962, 12100)"
340,584,75,964.3434445986134,570.5451688754131,0.8562953021703876,0.9930341830065359,7780121,1116900000,"(198560, 5625)"
483,672,136,1100.9564660445944,613.5201437739371,0.8510044165031367,0.9951668863543925,29014910,6003357696,"(324576, 18496)"
378,518,184,1161.5897352549832,377.60647048902797,1.5174602375976387,0.9970493455653292,19560302,6629140224,"(195804, 33856)"
481,596,136,1111.2496148999703,501.1626765950316,1.1279912400946186,0.996588500327836,18088997,5302359296,"(286676, 18496)"
338,462,218,855.3594138413725,400.0012846356028,1.4617685543066707,0.9961867482168966,28298743,7421157744,"(156156, 47524)"
446,643,90,1084.5603908476003,506.36375502099406,0.6870166579454728,0.9938992664261571,14171405,2322901800,"(286778, 8100)"
298,442,133,979.7276881495303,505.3410951714177,1.7465700779572786,0.9962832011706145,8659860,2329924324,"(131716, 17689)"
302,473,179,1153.851909487203,672.18877085051,1.1223453587285082,0.9941063069034675,26975013,4576928686,"(142846, 32041)"
458,617,159,894.3112295453731,697.8101404953165,1.0623690101266514,0.9953228586275046,33413763,7144056666,"(282586, 25281)"
270,523,89,1135.6705150446423,559.9842737176726,1.687070956223264,0.9958234903429599,4671528,1118524410,"(141210, 7921)"
326,379,137,1166.9584686451005,488.9819732191324,1.7466657288982645,0.9968214766730451,7370948,2318985026,"(123554, 18769)"
496,589,221,802.1004793222472,331.6903085082885,0.883885892655567,0.9958556586597647,59133970,14268605104,"(292144, 48841)"
332,640,250,1043.5520396464215,469.3019035791959,1.6642589489530948,0.9966350378012048,44686698,13280000000,"(212480, 62500)"
377,514,95,819.0997786475405,467.93021750137723,1.6908486629591573,0.9968561265055603,5498152,1748846450,"(193778, 9025)"
490,392,92,1134.675088242134,499.93168889504386,1.304080676471092,0.997127149584806,4670580,1625765120,"(192080, 8464)"
379,433,138,971.6955572413335,545.9238331103802,0.8608463582098154,0.9938895002504545,19096862,3125253708,"(164107, 19044)"
469,455,234,1067.2859611678539,509.39382307128454,1.0409056365603133,0.9961237598610749,45292535,11684656620,"(213395, 54756)"
266,559,184,817.4137700667106,454.75252861094305,1.0599535806512488,0.9934393930416288,33027303,5034184064,"(148694, 33856)"
264,542,81,937.9209972653565,593.1764085802567,1.4423854437134846,0.9945365946000566,5129047,938800368,"(143088, 6561)"
426,428,75,940.9196184456758,435.4189032718803,1.4641934243040806,0.9970115084414413,3064982,1025595000,"(182328, 5625)"
493,716,186,1052.694339103335,624.5990727390426,0.5946508055483369,0.9935294503203108,79018177,12211972848,"(352988, 34596)"
490,378,139,880.6363971346804,616.4436852916176,1.8286855784271576,0.9975767435076276,8671952,3578635620,"(185220, 19321)"
417,518,195,959.2896222744068,626.1624322623929,1.210099651515265,0.9958080226702252,34431343,8213628150,"(216006, 38025)"
274,691,112,914.4443582206195,644.8554121877002,0.5717060513697371,0.9885133871274724,27280771,2375005696,"(189334, 12544)"
425,499,95,1119.736964607296,474.78055324997456,1.100032661966693,0.9961182723276111,7429537,1913976875,"(212075, 9025)"
481,557,150,1189.4894337261235,498.48129061480904,1.246285088740441,0.9969799527465596,18205245,6028132500,"(267917, 22500)"
392,402,250,969.7998645273656,472.24286080137875,1.9926472472661132,0.9975558190679257,24072738,9849000000,"(157584, 62500)"
348,639,139,928.4845712858375,332.0275644299981,1.491378832187205,0.9966601571148674,14349466,4296449412,"(222372, 19321)"
412,588,218,1087.0651645246626,366.65790882636543,1.1658625716516409,0.9964372297299585,41018082,11512974144,"(242256, 47524)"
484,381,250,1148.0148700225568,441.0237241233929,1.9972258966595735,0.9981659570942062,21137803,11525250000,"(184404, 62500)"
396,687,78,830.0164659952637,555.0050151533194,1.0449666959764734,0.9948597449507202,8507967,1655164368,"(272052, 6084)"
337,375,100,1139.467723988214,571.2355487981795,1.1572592374101165,0.9950939442136498,6200028,1263750000,"(126375, 10000)"
320,394,124,1111.4061494027462,446.5313892428594,1.0742816025331665,0.9948000410686837,10080672,1938606080,"(126080, 15376)"
272,669,103,1071.624822765358,679.5294117062226,1.0580200677060256,0.9927619151669151,13973112,1930498512,"(181968, 10609)"
295,653,99,1011.7839526145159,459.21361838098,1.4743411050590474,0.9957389187616553,8044988,1888015635,"(192635, 9801)"
383,418,70,1094.269943791771,499.61758410258676,1.0804810700588952,0.9955157620408214,3517708,784460600,"(160094, 4900)"
316,494,130,1081.6151244827304,385.82817016948786,1.4178157741454638,0.9961375070996517,10189865,2638157600,"(156104, 16900)"
507,462,95,854.2913670922109,329.6208156706175,0.7589845459760616,0.995407552411601,9708259,2113961850,"(234234, 9025)"
483,404,238,1187.024494545225,694.6298638569945,1.5017596857334519,0.9972033633792329,30911384,11053057008,"(195132, 56644)"
289,641,202,916.1449131111254,419.98267129469525,0.7362578739800576,0.9934447283711695,49550644,7558900196,"(185249, 40804)"
345,545,194,889.6966460983826,694.0530186920773,1.6880985104167112,0.9960849789929608,27704681,7076508900,"(188025, 37636)"
377,612,70,944.3586097777529,528.9109628466105,1.2011087589375122,0.9956103298967686,4962731,1130547600,"(230724, 4900)"
322,673,86,826.2992421069464,459.2639923083634,1.5754003977649247,0.9960896644047434,6267320,1602757576,"(216706, 7396)"
501,629,169,1107.6658201498792,629.3357598033563,0.6106260693668586,0.9935728627554861,57846802,9000399369,"(315129, 28561)"
418,688,82,979.9897982651985,572.0435962598324,1.0167721710540496,0.9952511720321845,9182879,1933714816,"(287584, 6724)"
349,426,174,1001.1455145797499,647.2846509677554,1.747086209701312,0.9965486002529148,15535627,4501254024,"(148674, 30276)"
334,515,106,864.7867838223599,673.895134655631,0.8382054270732,0.991892608965812,15669190,1932704360,"(172010, 11236)"
401,400,128,878.5207677932294,682.5406508172792,0.9116765498202699,0.9937949940212945,16306716,2627993600,"(160400, 16384)"
411,674,200,837.3713627534304,556.3949709195967,1.3877126679749077,0.9962574465550478,41469588,11080560000,"(277014, 40000)"
334,447,232,1049.7916749734663,660.8003574762907,1.0064293799087032,0.9945830536156139,43529582,8035815552,"(149298, 53824)"
277,374,84,818.1847213165368,556.581493529744,1.3651568472160687,0.9943350220517044,4141028,730987488,"(103598, 7056)"
363,652,170,1047.243370529983,312.1143594325723,1.8334953221734316,0.9975084464235662,17042068,6839936400,"(236676, 28900)"
404,688,141,993.1779272701677,621.8752616862932,1.527486261793515,0.9966363848970566,18587215,5525963712,"(277952, 19881)"
408,592,82,1075.4454286691935,363.23217880608286,1.1234326193211726,0.9962813802195396,6039366,1624088064,"(241536, 6724)"
493,464,151,1042.6641051282545,425.0329996987732,1.5775443276686563,0.9976896080645477,12050483,5215774352,"(228752, 22801)"
432,564,97,1104.2659979180698,505.9920536328888,0.6592759004136459,0.9934749791967145,14958506,2292484032,"(243648, 9409)"
379,598,95,906.988669781673,399.1675530102182,0.6452174788408571,0.9924914450727704,15358329,2045444050,"(226642, 9025)"
404,556,221,967.2538973339506,685.0743408957347,1.8534662406112958,0.9970761905896408,32076706,10970860784,"(224624, 48841)"
423,655,248,925.0859683449092,605.2485500554515,1.2473983130898632,0.9959880984888181,68365232,17040605760,"(277065, 61504)"
495,615,142,998.9481092190036,336.0196380175137,1.0898632761699458,0.9968379814387914,19409816,6138425700,"(304425, 20164)"
490,483,119,1033.3376447942705,319.4632531718624,0.9220345075602925,0.9963044097837177,12385711,3351483870,"(236670, 14161)"
496,506,201,803.2709623788963,342.998833748483,0.700902415988472,0.9947895191139782,52832616,10139681376,"(250976, 40401)"
391,547,167,946.3749410070252,460.23264840590264,1.355422465821544,0.9964152035462747,21382650,5964815653,"(213877, 27889)"
355,545,205,915.4406788156383,454.5395299919114,1.175531570960627,0.9954078704098366,37337627,8130786875,"(193475, 42025)"
399,679,238,1044.4172564709515,351.4653562756861,0.6450222290371027,0.9945726697909664,83288076,15346049124,"(270921, 56644)"
447,533,206,1175.5794267821502,601.9860689171176,0.798586822328675,0.9946940038106644,53645847,10110419436,"(238251, 42436)"
461,616,74,818.1213409868299,354.81454942700816,0.9995610580291507,0.996034277493136,6166907,1555052576,"(283976, 5476)"
498,625,180,859.576265830578,657.252676831203,0.7096714786585328,0.9937842749764491,62682479,10084500000,"(311250, 32400)"
419,443,164,1196.246295024456,595.7277442294417,0.9488515137924773,0.9951913299819711,24006587,4992354832,"(185617, 26896)"
428,619,194,1012.9359319503506,583.4959225741752,0.9496858471061206,0.9950468954631074,49387310,9970980752,"(264932, 37636)"
264,548,148,1069.5225569892066,691.9592124716647,1.3755532127731795,0.9942115317247092,18343051,3168895488,"(144672, 21904)"
269,665,185,906.2121747942886,562.2363888707876,1.9580852960366235,0.9960623569671992,24107586,6122339125,"(178885, 34225)"
372,386,213,992.1795134857656,509.6929330498732,1.5817742528736867,0.996705554882424,21462076,6514625448,"(143592, 45369)"
450,435,238,896.8786240564898,529.0281085616504,1.5507813667121773,0.9970733178554271,32451236,11088063000,"(195750, 56644)"
353,369,176,925.4769933783421,360.57250324773815,1.5357503913777881,0.9967215011568515,13228221,4034840832,"(130257, 30976)"
466,616,220,1168.2083799588843,649.1270835649282,1.603755906903022,0.9973379057606636,36985834,13893510400,"(287056, 48400)"
287,430,196,882.9366819884979,430.01981377042193,1.4933401995715236,0.9955547835860736,21074409,4740918560,"(123410, 38416)"
448,520,108,983.8654128078347,513.2508258292884,1.3194098288672453,0.9967174717201844,8919435,2717245440,"(232960, 11664)"
391,672,187,876.9056676546853,398.60765421094413,1.3371299762111062,0.996437295859998,32734748,9188174688,"(262752, 34969)"
371,512,137,1081.9603747346337,576.0959646254428,1.2335046192672932,0.9957277125621419,15231598,3565209088,"(189952, 18769)"
501,538,207,1173.4801499083203,618.1621424009334,0.9101863051331346,0.9957202724377164,49428430,11549433762,"(269538, 42849)"
318,653,237,1017.2763507953113,658.3041846160904,1.091798683461295,0.9946971309222703,61851167,11663717526,"(207654, 56169)"
432,434,138,816.8265947330902,682.1254870716967,0.6185441540147756,0.9915984151796189,29998039,3570521472,"(187488, 19044)"
482,695,129,1098.935399887202,385.594723230803,1.7419275552620506,0.9979479197689807,11439462,5574568590,"(334990, 16641)"
394,647,242,908.6485866822986,343.690632628432,1.6113364650327395,0.9972110208660967,41636719,14929017752,"(254918, 58564)"
378,484,76,1067.9335859572416,512.4165958931196,1.4569168601129565,0.9965760578149617,3618185,1056730752,"(182952, 5776)"
282,411,169,932.1174493949355,488.96156281395224,1.5217879798721454,0.9954579623094758,15035403,3310277022,"(115902, 28561)"
326,362,204,1191.1642847332348,363.1764304843767,1.4793391965519498,0.9965422186846988,16981812,4911187392,"(118012, 41616)"
499,604,230,879.7823898670407,685.5656155563743,0.98175155317875,0.9953965693753084,73396400,15943848400,"(301396, 52900)"
286,405,230,1029.6533412701492,514.0609107574419,1.584676517363635,0.99577042882903,25916304,6127407000,"(115830, 52900)"
275,449,170,1152.8979892659333,370.31548301554506,1.879452217776401,0.9967364263390527,11645826,3568427500,"(123475, 28900)"
459,613,111,1174.643497911105,684.8525520333369,1.8890595468446645,0.9976728750900677,8067497,3466722807,"(281367, 12321)"
275,364,140,1027.1847474657982,342.9202763094152,1.9744908325565096,0.996864874411303,6150991,1961960000,"(100100, 19600)"
401,592,228,1017.32019342279,497.56496813672766,1.9078407526113086,0.9975059735673513,30777747,12340585728,"(237392, 51984)"
495,499,113,1123.525551297208,432.27363873271423,1.5966788507131613,0.9977663434652438,7044968,3154006845,"(247005, 12769)"
387,455,67,1094.6471581969029,616.3070657701023,1.3516718336314089,0.9961939086849073,3008508,790445565,"(176085, 4489)"
354,449,220,1142.4586017093832,658.81710471359,1.7404847379144643,0.9967265805903414,25182371,7692986400,"(158946, 48400)"
423,404,166,1067.7023413639818,373.91248041893596,0.7109178134514477,0.9942707385116042,26979665,4709099952,"(170892, 27556)"
421,487,65,904.3141108261775,394.20850112061356,1.6306349776721856,0.9973353360906745,2308236,866239075,"(205027, 4225)"
424,514,213,1089.153011360399,304.5742936776672,1.480525050605298,0.9973920372292332,25786332,9887538384,"(217936, 45369)"
376,391,234,847.289939121589,422.7225368014479,1.108124919452596,0.9954431502971746,36682677,8050008096,"(147016, 54756)"
415,713,94,1055.4845300797533,676.2542494983602,1.0513158546532553,0.9952071077664635,12531152,2614528220,"(295895, 8836)"
369,472,98,991.2727598940896,481.9914691082681,1.9832569428429634,0.9974112832667692,4330171,1672709472,"(174168, 9604)"
447,572,243,1019.693803527346,488.3312307517246,1.3062765315398013,0.996751940250435,49038831,15097884516,"(255684, 59049)"
367,486,238,1101.895819889946,649.2540233950933,0.6228054597099123,0.99428227141054,57766996,10103137128,"(178362, 56644)"
484,630,244,944.7139474096975,666.8978827123901,0.6683131873059054,0.9946537743009626,97053869,18153717120,"(304920, 59536)"
359,653,201,859.9409525529658,431.2470550968826,1.2805123117771806,0.9958125789126108,39659422,9471085227,"(234427, 40401)"
315,708,116,1086.76718647226,495.5311867324759,1.8483340275702105,0.9968116192210037,9568194,3000957120,"(223020, 13456)"
484,388,180,852.7777359284396,466.16982953786396,1.3458667776480702,0.9969599261778463,18497210,6084460800,"(187792, 32400)"
492,704,142,1089.312031930001,458.379483981303,1.7246798388996958,0.9978634875630144,14921754,6984164352,"(346368, 20164)"
367,656,82,818.1159210911316,437.8115466248538,0.5956398681681248,0.9910473562225629,14492687,1618816448,"(240752, 6724)"
286,395,184,812.6939484092317,463.54677432769927,1.6534580938752241,0.9957443894760691,16276486,3824712320,"(112970, 33856)"
471,551,161,979.4148530650743,666.8460306726912,1.0662445244451486,0.995724015528978,28764735,6727043841,"(259521, 25921)"
297,709,233,1149.8214886763699,353.19592253426936,1.790429871690682,0.9968538977623748,35965604,11431797597,"(210573, 54289)"
316,451,201,957.2234527136163,350.9388349290434,1.968086565539504,0.9971866004057589,16198961,5757788916,"(142516, 40401)"
257,371,140,985.2015604779119,587.6375900043408,1.1361920446001024,0.9930354876698495,13015289,1868801200,"(95347, 19600)"
450,477,127,984.2501114194386,362.0485492815069,0.7827206768551136,0.9950451439034721,17154157,3462089850,"(214650, 16129)"
313,376,233,967.6962393967008,606.4213870055613,1.8256349327680619,0.9963487675987959,23328322,6389163832,"(117688, 54289)"
264,483,116,826.9163611557981,537.577658991743,1.1696615993729036,0.9931795273573468,11702577,1715801472,"(127512, 13456)"
280,485,253,817.6946920223992,475.5851245949842,1.3096397133611426,0.9950790475869891,42774996,8692422200,"(135800, 64009)"
284,431,192,1197.3933764972194,393.6646068566628,1.8745955496823505,0.996811938117278,14385495,4512301056,"(122404, 36864)"
419,655,217,1109.0152849928495,627.3529956360612,0.8553560521650809,0.994652923875328,69102086,12923340605,"(274445, 47089)"
329,698,197,888.417096178413,420.20038150296784,0.5914364556601432,0.9931917429114417,60676388,8912176378,"(229642, 38809)"
345,680,237,970.8802329178175,498.24831499720835,1.9584353530155287,0.997126918251531,37859309,13177247400,"(234600, 56169)"
451,628,145,1078.523362923636,463.3036707318354,0.9498327416531016,0.9957413502668833,25359700,5954868700,"(283228, 21025)"
350,635,185,896.3872756044296,390.13781935196045,1.786311857859531,0.9970613743990547,22352674,7606506250,"(222250, 34225)"
329,597,78,1024.9543798347636,687.1144754186507,1.3359301372989096,0.9951575892327111,5786568,1194976692,"(196413, 6084)"
324,558,126,901.9982582430146,432.105197449642,0.618605650092208,0.9909195200533681,26063282,2870253792,"(180792, 15876)"
486,549,87,1014.2542145388862,631.762514086013,0.5773049436710207,0.9926286342134852,14886585,2019515166,"(266814, 7569)"
449,704,218,1041.1688179956304,649.4481833958159,0.782244940899133,0.9944847016981895,82851618,15022146304,"(316096, 47524)"
367,605,117,1147.789540609815,433.18572432752853,1.9355296407900098,0.9975279103611262,7513761,3039437115,"(222035, 13689)"
263,468,112,1184.8310224457837,346.9264797773338,1.9993580105267175,0.9968658733723577,4838984,1543965696,"(123084, 12544)"
501,484,242,1041.7606136315126,381.80525719115747,1.8726896893903346,0.9981329345930052,26513884,14200832976,"(242484, 58564)"
420,504,161,986.5001843382422,559.4885359980451,0.9626334264303924,0.9950482904069557,27169819,5486957280,"(211680, 25921)"
440,622,191,986.4016267615802,621.1266487280084,1.5836203597801597,0.9970080112457942,29872375,9984120080,"(273680, 36481)"
419,464,158,925.1688075480764,318.2861791924379,1.7961272622042235,0.9977177849212898,11076505,4853401024,"(194416, 24964)"
330,368,130,1021.3246254168696,533.6127596471993,1.5800179066238336,0.9962744253377614,7646131,2052336000,"(121440, 16900)"
407,438,114,931.946114391144,451.9359098964617,1.7500440729304776,0.9973405095639756,6161361,2316744936,"(178266, 12996)"
511,641,231,1177.3858180190523,435.02571361460315,1.6450409384994797,0.9979156485117469,36431231,17478448911,"(327551, 53361)"
506,688,253,996.238233032313,367.2934583806164,1.692463271530451,0.9979484830164184,45714620,22283325152,"(348128, 64009)"
342,431,248,1018.6185314903149,373.619109144507,1.8340467945725119,0.9972046918356069,25341740,9065812608,"(147402, 61504)"
286,628,72,1135.627397437982,329.73216457721026,1.7269938662821303,0.9966719435477729,3098713,931087872,"(179608, 5184)"
280,363,169,854.9966121987841,552.2806591732306,0.601951912498134,0.9919507693310813,23366434,2902940040,"(101640, 28561)"
333,364,119,1002.2931678772261,449.2802770747247,1.4267528538152046,0.9961118790650604,6673894,1716483132,"(121212, 14161)"
503,697,188,806.2927067476879,512.8849940050947,1.1170077623261248,0.9962668813875416,46258149,12391288304,"(350591, 35344)"
264,631,248,909.8962948791328,690.9917392930047,0.5257138964036407,0.9942758101905121,58647658,10245582336,"(166584, 61504)"
476,451,91,1167.2195377836044,509.7541604903265,0.8614532484702623,0.9955357167467153,7936299,1777731956,"(214676, 8281)"
385,541,132,1117.9745328333868,331.60769752577414,1.938946691222795,0.9977844333714623,8040641,3629157840,"(208285, 17424)"
491,649,126,1196.093212655891,390.34290105096886,1.5260624382055783,0.9977431892360659,11417274,5059030284,"(318659, 15876)"
297,694,230,1103.8343400707379,337.4002021708438,1.068896033359724,0.9949606024306263,54947788,10903642200,"(206118, 52900)"
499,388,227,803.7800690616523,368.5534300884191,1.2497875896691881,0.9969920345112417,30009367,9976632748,"(193612, 51529)"
478,690,148,1026.342651180414,643.1841253454677,0.6430427532060952,0.9932691098325364,48626490,7224377280,"(329820, 21904)"
277,477,118,1160.509183609834,576.9150849805901,1.3501762204859438,0.994896586736271,9389077,1839764196,"(132129, 13924)"
394,383,83,1073.7714973854565,412.14920550379645,1.3145460474883377,0.9965953001302725,3539403,1039563878,"(150902, 6889)"
272,451,144,806.2632380767739,382.8632461638334,0.7162873419253654,0.9913708351876207,21950236,2543726592,"(122672, 20736)"
459,399,140,864.9801002858824,396.18887772171473,1.751975840137628,0.9976839106569946,8313750,3589563600,"(183141, 19600)"
455,706,202,932.6919358487314,602.2437058083569,0.7099258913527959,0.9939882114174031,78799332,13107468920,"(321230, 40804)"
296,616,254,1189.7293309743986,321.4785727789574,1.1556323792652488,0.9954447990925861,53585513,11763589376,"(182336, 64516)"
294,534,218,1107.6022613461769,681.9433587658664,1.0950545739634392,0.9942914525825866,42591917,7461077904,"(156996, 47524)"
423,375,226,909.3308114515189,697.0343513803189,1.2359051841661899,0.9956748031842534,35042444,8101930500,"(158625, 51076)"
438,643,160,972.7391784958179,571.8779432352635,1.4910078612723132,0.9968936155557834,22396505,7209830400,"(281634, 25600)"
299,676,139,1119.2220695210985,585.2434130713543,0.6230570145097228,0.9909341482447659,35404307,3905237804,"(202124, 19321)"
334,554,246,1113.5561127480892,361.7107562412479,1.0844329630957346,0.9954463856237254,50989728,11197638576,"(185036, 60516)"
440,414,87,802.078088948012,423.3069820545192,1.039876246020345,0.9957423318701731,5870341,1378769040,"(182160, 7569)"
394,412,97,834.9188929420465,472.39180639041564,1.3354775483318417,0.9962041934082713,5797503,1527344152,"(162328, 9409)"
464,412,70,835.847536784155,521.6879221590289,1.395386832930637,0.9968033448942014,2994381,936723200,"(191168, 4900)"
422,557,67,916.7389405185284,455.1198237513575,0.6270492753927838,0.9927947679116228,7602654,1055157406,"(235054, 4489)"
380,652,197,867.8331693569302,452.2928093954972,0.7082600884391251,0.9936417592203067,61136506,9615317840,"(247760, 38809)"
410,497,190,858.3739282586191,366.8829603036531,0.9139428074036053,0.9951209728474216,35890597,7356097000,"(203770, 36100)"
409,607,83,944.4499649158113,677.6889182525576,1.581349178683389,0.9966154447722021,5788550,1710283807,"(248263, 6889)"
509,664,221,878.2192899521042,342.7889470323608,0.9569869936268854,0.9963366455064172,60471307,16507085816,"(337976, 48841)"
458,530,222,951.9559824588193,644.8793242262057,1.16033438222188,0.995953441266077,48409784,11963198160,"(242740, 49284)"
476,693,216,854.4497886313059,428.26606215003505,1.9209183830241743,0.997892619189672,32433268,15390321408,"(329868, 46656)"
358,605,144,871.0549085276563,459.29583301760323,0.9787064972309188,0.9944309260392139,25011882,4491210240,"(216590, 20736)"
507,654,126,930.3544949771622,412.120058585687,1.678799797515591,0.9978363959546726,11389498,5264132328,"(331578, 15876)"
442,418,208,879.9200194842429,698.905970292178,0.7698908189130496,0.9940092159252485,47886036,7993283584,"(184756, 43264)"
269,596,245,883.8593585445134,619.0742084125613,1.7469227130655416,0.995468026579787,43613211,9623448100,"(160324, 60025)"
291,569,236,999.7212861155841,553.3344158614655,0.8630317515061983,0.9943360892792801,52233083,9222087984,"(165579, 55696)"
334,576,160,829.5860542329153,696.2802457747872,1.2188520496589392,0.994221531708718,28459132,4925030400,"(192384, 25600)"
461,633,193,1169.3983016025786,647.8534897914793,1.1274510384758398,0.9961801067283191,41521256,10869742437,"(291813, 37249)"
274,544,243,1158.2006061443597,514.7623944098351,1.4572705505162618,0.9954714135008832,39858842,8801607744,"(149056, 59049)"
299,415,127,1063.0406578323064,442.0035277793959,1.4704997719751063,0.9958926448053967,8220325,2001366965,"(124085, 16129)"
278,648,229,1070.9887583456743,459.8470984900329,1.6290241665944087,0.9959589524933217,38175499,9446931504,"(180144, 52441)"
476,414,66,839.442623432691,388.80043181978533,1.6202795414492237,0.997582544349769,2075170,858410784,"(197064, 4356)"
369,588,159,956.4536674710012,608.9368929849728,1.3828849348102208,0.9959020918647606,22478129,5485269132,"(216972, 25281)"
512,437,152,1199.0810901658615,493.1084337966125,0.9431483307776088,0.9962715300733114,19273883,5169381376,"(223744, 23104)"
299,419,250,856.6700707326194,424.75613755901657,1.1829989528388156,0.9950808014623127,38517632,7830062500,"(125281, 62500)"
361,626,187,939.3201186542586,339.04921245028356,1.5829909149195618,0.9969526451770923,24081735,7902504434,"(225986, 34969)"
487,523,81,920.1056332727761,624.0743747674792,0.672627900048179,0.9934702453449724,10911829,1671093261,"(254701, 6561)"
431,691,91,1070.8557331563536,365.7416371402813,1.9758507058824168,0.9979924972913423,4951015,2466255701,"(297821, 8281)"
380,624,108,1020.764115930008,432.39586222126763,1.1395540754325235,0.9958083460574678,11593141,2765767680,"(237120, 11664)"
492,478,167,1051.9041275514714,374.55477011346477,1.4859618667379146,0.9976309144337719,15538414,6558823464,"(235176, 27889)"
458,374,252,1045.642774948768,378.92977431289853,1.3883047375405524,0.9972518257225699,29893890,10877727168,"(171292, 63504)"
455,362,244,885.9184420281185,411.33793220617025,1.5556396150074503,0.9973406216827533,26078328,9806174560,"(164710, 59536)"
288,655,90,1119.800942754684,514.7556042282577,1.0486895441187722,0.9938411056660279,9410692,1527984000,"(188640, 8100)"
356,594,93,904.9413581809443,645.0546189829229,1.291572529441674,0.9952507231714675,8686200,1828952136,"(211464, 8649)"
416,665,163,1044.5233684556008,534.8018858260872,1.0218869561551316,0.9954575708521616,33387073,7350048160,"(276640, 26569)"
490,676,108,1125.4953017043736,582.395344378392,0.9461672520490279,0.9958277602686435,16119796,3863583360,"(331240, 11664)"
299,704,98,925.2742979462791,395.4290905755162,0.675423355956128,0.9909882802225978,18218125,2021603584,"(210496, 9604)"
447,715,100,1004.3299477948643,467.29564248450345,0.7068009478018362,0.9940877085777757,18895979,3196050000,"(319605, 10000)"
452,576,111,994.6680862769533,514.9517079992083,1.878741495072023,0.9977209636338483,7310686,3207796992,"(260352, 12321)"
344,644,106,995.8568104768835,356.1186140391188,0.9718700219912664,0.9948222696682014,12888295,2489178496,"(221536, 11236)"
486,677,77,1146.208892342565,680.7367801951868,1.2269133791685258,0.9965945877253509,6643181,1950771438,"(329022, 5929)"
355,556,207,1002.1752078922682,497.9879391465614,1.5270450058399798,0.9964653441211283,29894478,8457535620,"(197380, 42849)"
468,587,189,866.9013949712235,526.15911969799,1.693821334403641,0.9974034893670802,25479897,9813130236,"(274716, 35721)"
368,509,72,909.9411673094136,515.0434472819278,0.7523134661548605,0.9927920701741308,6999083,971025408,"(187312, 5184)"
490,649,254,1109.0190552649485,498.1253372124618,1.2662089703218378,0.997006383836987,61419224,20516733160,"(318010, 64516)"
314,497,203,1129.3131231990267,446.7447088421684,1.733916391694392,0.9967230448978476,21074079,6430994122,"(156058, 41209)"
277,585,203,887.4167740040293,470.06187469487315,1.603983046450511,0.9955873086151574,29466684,6677712405,"(162045, 41209)"
382,512,72,979.8929371321655,439.43079072892556,1.725092877674658,0.9971995047642691,2839443,1013907456,"(195584, 5184)"
480,420,124,883.9512670359096,595.0451928017255,1.5337003806676437,0.9970993650045216,8991393,3099801600,"(201600, 15376)"
475,444,221,855.6939863707105,382.6478624747093,0.810414081127649,0.9952313036285411,49120276,10300566900,"(210900, 48841)"
286,651,153,1012.9123189481646,538.7430743538396,0.7525660469046266,0.9918833709311318,35375744,4358428074,"(186186, 23409)"
405,508,210,906.9372265112321,643.206737978503,1.9782324533926912,0.9972653683942064,24811679,9073134000,"(205740, 44100)"
304,429,256,1114.276419316519,667.5074847319302,1.9887293384670115,0.9966098794526461,28975167,8546942976,"(130416, 65536)"
320,719,97,899.8708967752559,584.5579395356676,1.742722704047949,0.9962282925412017,8165078,2164822720,"(230080, 9409)"
